ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0002269	BP	GO:0002269	leukocyte activation involved in inflammatory response	7/337	76/20973	0.000219704742183504	0.00526078287571912	0.00411316788886005	ENSG00000011600/ENSG00000030582/ENSG00000137462/ENSG00000160255/ENSG00000169896/ENSG00000177606/ENSG00000188906	7
GO:0003158	BP	GO:0003158	endothelium development	10/337	157/20973	0.000233610143805137	0.00542726423375863	0.00424333212337777	ENSG00000090339/ENSG00000099250/ENSG00000107263/ENSG00000121966/ENSG00000130396/ENSG00000133121/ENSG00000138449/ENSG00000140678/ENSG00000157168/ENSG00000174059	10
GO:0007040	BP	GO:0007040	lysosome organization	7/337	77/20973	0.000238392768292783	0.00547321749792195	0.00427926089957138	ENSG00000014257/ENSG00000030582/ENSG00000143669/ENSG00000165029/ENSG00000166340/ENSG00000188906/ENSG00000276600	7
GO:0080171	BP	GO:0080171	lytic vacuole organization	7/337	77/20973	0.000238392768292783	0.00547321749792195	0.00427926089957138	ENSG00000014257/ENSG00000030582/ENSG00000143669/ENSG00000165029/ENSG00000166340/ENSG00000188906/ENSG00000276600	7
GO:0048660	BP	GO:0048660	regulation of smooth muscle cell proliferation	11/337	188/20973	0.000241803446641705	0.00551905761545366	0.00431510121153773	ENSG00000087245/ENSG00000105329/ENSG00000112033/ENSG00000115738/ENSG00000124762/ENSG00000124882/ENSG00000150593/ENSG00000160712/ENSG00000169403/ENSG00000171631/ENSG00000177606	11
GO:0090075	BP	GO:0090075	relaxation of muscle	5/337	36/20973	0.000260355790070311	0.00587380721759783	0.00459246386013893	ENSG00000145349/ENSG00000148180/ENSG00000164116/ENSG00000183023/ENSG00000255833	5
GO:0048659	BP	GO:0048659	smooth muscle cell proliferation	11/337	191/20973	0.000277155036309158	0.00614622787906047	0.00480545723839861	ENSG00000087245/ENSG00000105329/ENSG00000112033/ENSG00000115738/ENSG00000124762/ENSG00000124882/ENSG00000150593/ENSG00000160712/ENSG00000169403/ENSG00000171631/ENSG00000177606	11
GO:0022617	BP	GO:0022617	extracellular matrix disassembly	7/337	79/20973	0.00027960820230112	0.00616559781684335	0.00482060171555723	ENSG00000087245/ENSG00000101439/ENSG00000105329/ENSG00000123384/ENSG00000151651/ENSG00000157227/ENSG00000174705	7
GO:0001570	BP	GO:0001570	vasculogenesis	7/337	80/20973	0.000302260964249879	0.00659063990763842	0.00515292287774419	ENSG00000105329/ENSG00000106991/ENSG00000132669/ENSG00000157483/ENSG00000171223/ENSG00000174059/ENSG00000185650	7
GO:0032288	BP	GO:0032288	myelin assembly	4/337	22/20973	0.000381011154354269	0.00770768634449157	0.0060262908997616	ENSG00000010278/ENSG00000082397/ENSG00000109099/ENSG00000137462	4
GO:1902563	BP	GO:1902563	regulation of neutrophil activation	4/337	22/20973	0.000381011154354269	0.00770768634449157	0.0060262908997616	ENSG00000030582/ENSG00000160255/ENSG00000169403/ENSG00000169896	4
GO:0050868	BP	GO:0050868	negative regulation of T cell activation	10/337	167/20973	0.000383113284865838	0.00770768634449157	0.0060262908997616	ENSG00000020633/ENSG00000076641/ENSG00000113916/ENSG00000114013/ENSG00000131042/ENSG00000131981/ENSG00000136235/ENSG00000155659/ENSG00000172216/ENSG00000186818	10
GO:0001659	BP	GO:0001659	temperature homeostasis	11/337	199/20973	0.000393371693232224	0.00783331489125188	0.00612451417121491	ENSG00000101493/ENSG00000121807/ENSG00000121966/ENSG00000141655/ENSG00000142185/ENSG00000145431/ENSG00000150907/ENSG00000151726/ENSG00000161011/ENSG00000172216/ENSG00000174600	11
GO:0031099	BP	GO:0031099	regeneration	11/337	199/20973	0.000393371693232224	0.00783331489125188	0.00612451417121491	ENSG00000010278/ENSG00000030582/ENSG00000074966/ENSG00000087245/ENSG00000104324/ENSG00000112033/ENSG00000122025/ENSG00000124762/ENSG00000172216/ENSG00000177606/ENSG00000197081	11
GO:0098657	BP	GO:0098657	import into cell	13/337	267/20973	0.000410176657025131	0.00808545198166206	0.00632164874383762	ENSG00000053918/ENSG00000059804/ENSG00000110324/ENSG00000110446/ENSG00000123643/ENSG00000140284/ENSG00000142185/ENSG00000151012/ENSG00000151726/ENSG00000167703/ENSG00000171488/ENSG00000183023/ENSG00000221955	13
GO:0016485	BP	GO:0016485	protein processing	13/337	268/20973	0.000424981702515373	0.00833519389405779	0.0065169106352397	ENSG00000071242/ENSG00000100600/ENSG00000103811/ENSG00000122861/ENSG00000135047/ENSG00000135678/ENSG00000140479/ENSG00000146070/ENSG00000148180/ENSG00000151651/ENSG00000157227/ENSG00000182718/ENSG00000188906	13
GO:0098739	BP	GO:0098739	import across plasma membrane	11/337	206/20973	0.000526273406514348	0.0100197322225634	0.00783397486770266	ENSG00000053918/ENSG00000059804/ENSG00000110446/ENSG00000123643/ENSG00000142185/ENSG00000151012/ENSG00000151726/ENSG00000167703/ENSG00000171488/ENSG00000183023/ENSG00000221955	11
GO:0045687	BP	GO:0045687	positive regulation of glial cell differentiation	5/337	42/20973	0.000543004845508612	0.0102383957102421	0.00800493794624696	ENSG00000028137/ENSG00000105329/ENSG00000115738/ENSG00000121966/ENSG00000137462	5
GO:0070663	BP	GO:0070663	regulation of leukocyte proliferation	15/337	348/20973	0.000548830633227841	0.0102492151267381	0.0080133971580333	ENSG00000011600/ENSG00000028137/ENSG00000106546/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000124762/ENSG00000131042/ENSG00000131981/ENSG00000136235/ENSG00000155659/ENSG00000169508/ENSG00000172216/ENSG00000182578/ENSG00000186818	15
GO:0014910	BP	GO:0014910	regulation of smooth muscle cell migration	7/337	89/20973	0.000579811664977496	0.0107251418407923	0.00838550270276757	ENSG00000099250/ENSG00000112033/ENSG00000122861/ENSG00000123384/ENSG00000128512/ENSG00000138061/ENSG00000171631	7
GO:0034103	BP	GO:0034103	regulation of tissue remodeling	7/337	91/20973	0.000662784910119331	0.012071221102276	0.00943794111830256	ENSG00000101439/ENSG00000105329/ENSG00000136235/ENSG00000141655/ENSG00000151651/ENSG00000154229/ENSG00000182578	7
GO:0045453	BP	GO:0045453	bone resorption	6/337	66/20973	0.000664953250573749	0.012071221102276	0.00943794111830256	ENSG00000102575/ENSG00000141655/ENSG00000151651/ENSG00000154229/ENSG00000166340/ENSG00000182578	6
GO:0060191	BP	GO:0060191	regulation of lipase activity	7/337	92/20973	0.000707657638961088	0.0125181725775775	0.00978739223603901	ENSG00000048052/ENSG00000074966/ENSG00000114013/ENSG00000123384/ENSG00000140479/ENSG00000169403/ENSG00000171631	7
GO:0040013	BP	GO:0040013	negative regulation of locomotion	17/337	434/20973	0.000708817868215381	0.0125181725775775	0.00978739223603901	ENSG00000099250/ENSG00000102760/ENSG00000105329/ENSG00000106991/ENSG00000108691/ENSG00000112033/ENSG00000123384/ENSG00000130396/ENSG00000132205/ENSG00000133121/ENSG00000138061/ENSG00000149177/ENSG00000157168/ENSG00000158714/ENSG00000167680/ENSG00000196935/ENSG00000197381	17
GO:0034341	BP	GO:0034341	response to interferon-gamma	10/337	181/20973	0.000719365007030067	0.0125905005490509	0.00984394220146407	ENSG00000074966/ENSG00000101336/ENSG00000108691/ENSG00000115919/ENSG00000137462/ENSG00000140968/ENSG00000148180/ENSG00000179583/ENSG00000260314/ENSG00000276600	10
GO:0002888	BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	4/337	26/20973	0.000740246095106659	0.0128408022631169	0.0100396417764407	ENSG00000011600/ENSG00000160255/ENSG00000169403/ENSG00000169896	4
GO:0010634	BP	GO:0010634	positive regulation of epithelial cell migration	10/337	182/20973	0.000750583028204543	0.0129625024738156	0.0101347936598275	ENSG00000030582/ENSG00000048052/ENSG00000099250/ENSG00000100600/ENSG00000103811/ENSG00000105329/ENSG00000132669/ENSG00000136960/ENSG00000154229/ENSG00000177606	10
GO:0050670	BP	GO:0050670	regulation of lymphocyte proliferation	14/337	322/20973	0.000765807249155864	0.0131671616451777	0.0102948073976483	ENSG00000011600/ENSG00000028137/ENSG00000106546/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000124762/ENSG00000131042/ENSG00000131981/ENSG00000136235/ENSG00000155659/ENSG00000169508/ENSG00000172216/ENSG00000186818	14
GO:0043312	BP	GO:0043312	neutrophil degranulation	3/337	12/20973	0.000812252144347308	0.0136647418939118	0.0106838428605392	ENSG00000160255/ENSG00000169403/ENSG00000169896	3
GO:0007187	BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	6/337	69/20973	0.000842761495933165	0.0139970132707538	0.0109436308027335	ENSG00000108691/ENSG00000112038/ENSG00000113749/ENSG00000148680/ENSG00000163823/ENSG00000188822	6
GO:0050764	BP	GO:0050764	regulation of phagocytosis	8/337	123/20973	0.000849750123430114	0.0140532827616429	0.0109876253694197	ENSG00000101336/ENSG00000108691/ENSG00000137462/ENSG00000149177/ENSG00000158869/ENSG00000168461/ENSG00000172243/ENSG00000186074	8
GO:0010954	BP	GO:0010954	positive regulation of protein processing	4/337	27/20973	0.000858069235718686	0.0141309882996204	0.0110483798105639	ENSG00000148180/ENSG00000151651/ENSG00000157227/ENSG00000182718	4
GO:0051271	BP	GO:0051271	negative regulation of cellular component movement	16/337	403/20973	0.000876207689206377	0.0143690697940021	0.0112345249491786	ENSG00000010278/ENSG00000102760/ENSG00000105329/ENSG00000106991/ENSG00000108691/ENSG00000112033/ENSG00000123384/ENSG00000130396/ENSG00000132205/ENSG00000133121/ENSG00000138061/ENSG00000149177/ENSG00000157168/ENSG00000158714/ENSG00000196935/ENSG00000197381	16
GO:1905475	BP	GO:1905475	regulation of protein localization to membrane	10/337	188/20973	0.000962207832360177	0.0155829758078912	0.0121836230880636	ENSG00000105329/ENSG00000123384/ENSG00000131981/ENSG00000148180/ENSG00000151012/ENSG00000153823/ENSG00000157227/ENSG00000160255/ENSG00000161011/ENSG00000169896	10
GO:0030574	BP	GO:0030574	collagen catabolic process	5/337	48/20973	0.00101044555503147	0.0160901505419	0.0125801600444915	ENSG00000087245/ENSG00000101439/ENSG00000135047/ENSG00000157227/ENSG00000164733	5
GO:0032964	BP	GO:0032964	collagen biosynthetic process	5/337	48/20973	0.00101044555503147	0.0160901505419	0.0125801600444915	ENSG00000102760/ENSG00000105329/ENSG00000106991/ENSG00000112033/ENSG00000179583	5
GO:0043524	BP	GO:0043524	negative regulation of neuron apoptotic process	9/337	157/20973	0.0010141370825794	0.0160901505419	0.0125801600444915	ENSG00000030582/ENSG00000099250/ENSG00000100600/ENSG00000107731/ENSG00000108691/ENSG00000151651/ENSG00000159388/ENSG00000172216/ENSG00000177606	9
GO:0051402	BP	GO:0051402	neuron apoptotic process	12/337	261/20973	0.00111519609487612	0.0172722633265932	0.0135044004972676	ENSG00000011600/ENSG00000030582/ENSG00000099250/ENSG00000100600/ENSG00000107731/ENSG00000108691/ENSG00000151651/ENSG00000159388/ENSG00000169896/ENSG00000172216/ENSG00000177606/ENSG00000197381	12
GO:0021602	BP	GO:0021602	cranial nerve morphogenesis	4/337	29/20973	0.00113228718712616	0.0173306544758957	0.0135500538925851	ENSG00000099250/ENSG00000197381/ENSG00000204103/ENSG00000255833	4
GO:0042832	BP	GO:0042832	defense response to protozoan	4/337	29/20973	0.00113228718712616	0.0173306544758957	0.0135500538925851	ENSG00000105374/ENSG00000140968/ENSG00000143669/ENSG00000172243	4
GO:0002526	BP	GO:0002526	acute inflammatory response	8/337	130/20973	0.00121691283862189	0.0183915842500515	0.0143795468373584	ENSG00000112038/ENSG00000132965/ENSG00000141655/ENSG00000151651/ENSG00000160712/ENSG00000172216/ENSG00000177575/ENSG00000197249	8
GO:1903532	BP	GO:1903532	positive regulation of secretion by cell	13/337	302/20973	0.00127949203969847	0.0192071439651659	0.0150171960448821	ENSG00000041353/ENSG00000050438/ENSG00000102760/ENSG00000105329/ENSG00000112033/ENSG00000137462/ENSG00000141655/ENSG00000142185/ENSG00000151651/ENSG00000160255/ENSG00000165995/ENSG00000169403/ENSG00000169896	13
GO:0070278	BP	GO:0070278	extracellular matrix constituent secretion	3/337	14/20973	0.0013122266232285	0.0193268698507955	0.0151108042929073	ENSG00000028137/ENSG00000102760/ENSG00000106991	3
GO:0055067	BP	GO:0055067	monovalent inorganic cation homeostasis	9/337	164/20973	0.00137638450158907	0.020068253143871	0.0156904583152183	ENSG00000030582/ENSG00000050438/ENSG00000053918/ENSG00000104093/ENSG00000122986/ENSG00000158714/ENSG00000183023/ENSG00000188906/ENSG00000221955	9
GO:0014909	BP	GO:0014909	smooth muscle cell migration	7/337	103/20973	0.00137798919870803	0.020068253143871	0.0156904583152183	ENSG00000099250/ENSG00000112033/ENSG00000122861/ENSG00000123384/ENSG00000128512/ENSG00000138061/ENSG00000171631	7
GO:0045444	BP	GO:0045444	fat cell differentiation	12/337	268/20973	0.00139693792141696	0.0201935137307052	0.0157883938954689	ENSG00000101493/ENSG00000105329/ENSG00000112033/ENSG00000115738/ENSG00000144909/ENSG00000150907/ENSG00000171488/ENSG00000172216/ENSG00000174600/ENSG00000185650/ENSG00000186480/ENSG00000204103	12
GO:0097305	BP	GO:0097305	response to alcohol	12/337	268/20973	0.00139693792141696	0.0201935137307052	0.0157883938954689	ENSG00000105329/ENSG00000106546/ENSG00000110395/ENSG00000112038/ENSG00000118515/ENSG00000138061/ENSG00000151491/ENSG00000160791/ENSG00000165168/ENSG00000170345/ENSG00000170458/ENSG00000171631	12
GO:0010631	BP	GO:0010631	epithelial cell migration	15/337	384/20973	0.0014767432991313	0.0210355076514943	0.0164467108113009	ENSG00000030582/ENSG00000048052/ENSG00000099250/ENSG00000100600/ENSG00000102760/ENSG00000103811/ENSG00000105329/ENSG00000110031/ENSG00000112033/ENSG00000132669/ENSG00000133121/ENSG00000136960/ENSG00000138061/ENSG00000154229/ENSG00000177606	15
GO:0035710	BP	GO:0035710	CD4-positive, alpha-beta T cell activation	8/337	135/20973	0.00154918936383831	0.0219075582864527	0.0171285277107829	ENSG00000020633/ENSG00000105374/ENSG00000113916/ENSG00000114013/ENSG00000135047/ENSG00000160712/ENSG00000169508/ENSG00000172175	8
GO:0072659	BP	GO:0072659	protein localization to plasma membrane	13/337	309/20973	0.00156961819198476	0.022116316979482	0.0172917466789429	ENSG00000068724/ENSG00000082074/ENSG00000082397/ENSG00000105329/ENSG00000123384/ENSG00000130396/ENSG00000131981/ENSG00000153823/ENSG00000157227/ENSG00000161011/ENSG00000165914/ENSG00000165995/ENSG00000168461	13
GO:0090132	BP	GO:0090132	epithelium migration	15/337	387/20973	0.00159331068764298	0.0222892172540163	0.0174269295735785	ENSG00000030582/ENSG00000048052/ENSG00000099250/ENSG00000100600/ENSG00000102760/ENSG00000103811/ENSG00000105329/ENSG00000110031/ENSG00000112033/ENSG00000132669/ENSG00000133121/ENSG00000136960/ENSG00000138061/ENSG00000154229/ENSG00000177606	15
GO:0002679	BP	GO:0002679	respiratory burst involved in defense response	3/337	15/20973	0.00162085706807333	0.0224333515485469	0.0175396216511556	ENSG00000030582/ENSG00000101336/ENSG00000158714	3
GO:0044849	BP	GO:0044849	estrous cycle	3/337	15/20973	0.00162085706807333	0.0224333515485469	0.0175396216511556	ENSG00000112038/ENSG00000138061/ENSG00000142185	3
GO:0050673	BP	GO:0050673	epithelial cell proliferation	17/337	469/20973	0.00163985268977938	0.0226160602410209	0.0176824733035909	ENSG00000020633/ENSG00000030582/ENSG00000099250/ENSG00000102760/ENSG00000105329/ENSG00000108691/ENSG00000112033/ENSG00000115738/ENSG00000124882/ENSG00000154229/ENSG00000157227/ENSG00000160593/ENSG00000170873/ENSG00000172216/ENSG00000174059/ENSG00000177606/ENSG00000185650	17
GO:0007041	BP	GO:0007041	lysosomal transport	8/337	137/20973	0.00170067410035653	0.0231279826261029	0.0180827222333892	ENSG00000030582/ENSG00000039319/ENSG00000123384/ENSG00000141458/ENSG00000143669/ENSG00000188906/ENSG00000197081/ENSG00000276600	8
GO:0006816	BP	GO:0006816	calcium ion transport	17/337	471/20973	0.00171506833750622	0.0231623242951099	0.0181095724291769	ENSG00000010610/ENSG00000108691/ENSG00000112038/ENSG00000121966/ENSG00000124942/ENSG00000131042/ENSG00000131981/ENSG00000142185/ENSG00000145349/ENSG00000160791/ENSG00000163823/ENSG00000165995/ENSG00000171631/ENSG00000182389/ENSG00000182718/ENSG00000183023/ENSG00000186815	17
GO:0050870	BP	GO:0050870	positive regulation of T cell activation	14/337	351/20973	0.00173394790332092	0.0232563528063971	0.0181830890639441	ENSG00000010610/ENSG00000020633/ENSG00000108691/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000131042/ENSG00000151651/ENSG00000172175/ENSG00000176105/ENSG00000179344/ENSG00000186818/ENSG00000196735/ENSG00000276231	14
GO:0051235	BP	GO:0051235	maintenance of location	14/337	351/20973	0.00173394790332092	0.0232563528063971	0.0181830890639441	ENSG00000010610/ENSG00000112033/ENSG00000142185/ENSG00000144909/ENSG00000145349/ENSG00000148180/ENSG00000160791/ENSG00000163220/ENSG00000165029/ENSG00000171631/ENSG00000183023/ENSG00000186480/ENSG00000186815/ENSG00000196743	14
GO:0048511	BP	GO:0048511	rhythmic process	13/337	313/20973	0.00175857842630963	0.0235059301297483	0.0183782222706259	ENSG00000053918/ENSG00000081913/ENSG00000087245/ENSG00000106546/ENSG00000112038/ENSG00000115738/ENSG00000120658/ENSG00000124882/ENSG00000138061/ENSG00000140836/ENSG00000141655/ENSG00000142185/ENSG00000148680	13
GO:0051453	BP	GO:0051453	regulation of intracellular pH	6/337	80/20973	0.00182364169080275	0.0242097738748406	0.018928525820398	ENSG00000030582/ENSG00000050438/ENSG00000104093/ENSG00000122986/ENSG00000158714/ENSG00000188906	6
GO:0106070	BP	GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	3/337	16/20973	0.00197129389196728	0.0258186579206319	0.0201864393953131	ENSG00000065989/ENSG00000112038/ENSG00000154229	3
GO:0120162	BP	GO:0120162	positive regulation of cold-induced thermogenesis	7/337	110/20973	0.00201248669637925	0.0262700186487232	0.0205393379081269	ENSG00000101493/ENSG00000121807/ENSG00000121966/ENSG00000145431/ENSG00000151726/ENSG00000172216/ENSG00000174600	7
GO:0031960	BP	GO:0031960	response to corticosteroid	9/337	174/20973	0.00206762474277184	0.0268278451540493	0.020975477190714	ENSG00000106991/ENSG00000118515/ENSG00000122025/ENSG00000136689/ENSG00000138061/ENSG00000165168/ENSG00000169403/ENSG00000170345/ENSG00000185650	9
GO:0034405	BP	GO:0034405	response to fluid shear stress	4/337	34/20973	0.00207584146464845	0.0268278451540493	0.020975477190714	ENSG00000087245/ENSG00000165029/ENSG00000170873/ENSG00000178209	4
GO:0019233	BP	GO:0019233	sensory perception of pain	7/337	111/20973	0.00211900508429769	0.027116317521357	0.0212010206708507	ENSG00000014257/ENSG00000108691/ENSG00000112038/ENSG00000121807/ENSG00000121966/ENSG00000169403/ENSG00000188822	7
GO:0002833	BP	GO:0002833	positive regulation of response to biotic stimulus	12/337	283/20973	0.00220122651269967	0.0279849741989146	0.0218801839887411	ENSG00000011600/ENSG00000030582/ENSG00000074966/ENSG00000101336/ENSG00000112799/ENSG00000124882/ENSG00000132205/ENSG00000134061/ENSG00000151651/ENSG00000154229/ENSG00000154589/ENSG00000172243	12
GO:0033028	BP	GO:0033028	myeloid cell apoptotic process	4/337	35/20973	0.00231438095289608	0.0291362989611311	0.0227803526810198	ENSG00000135047/ENSG00000151012/ENSG00000160791/ENSG00000258227	4
GO:0043171	BP	GO:0043171	peptide catabolic process	4/337	35/20973	0.00231438095289608	0.0291362989611311	0.0227803526810198	ENSG00000103811/ENSG00000104324/ENSG00000166340/ENSG00000166825	4
GO:0007009	BP	GO:0007009	plasma membrane organization	9/337	177/20973	0.00232164718855029	0.0291362989611311	0.0227803526810198	ENSG00000010278/ENSG00000082397/ENSG00000121966/ENSG00000138119/ENSG00000148180/ENSG00000163220/ENSG00000170873/ENSG00000178209/ENSG00000206190	9
GO:0045807	BP	GO:0045807	positive regulation of endocytosis	7/337	113/20973	0.00234507365753547	0.0293085588213471	0.022915034864702	ENSG00000110395/ENSG00000123384/ENSG00000127946/ENSG00000168461/ENSG00000170458/ENSG00000182718/ENSG00000188906	7
GO:0051770	BP	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	3/337	17/20973	0.0023654102046437	0.0293085588213471	0.022915034864702	ENSG00000108691/ENSG00000137462/ENSG00000188906	3
GO:2001267	BP	GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	3/337	17/20973	0.0023654102046437	0.0293085588213471	0.022915034864702	ENSG00000011422/ENSG00000147488/ENSG00000148180	3
GO:0051924	BP	GO:0051924	regulation of calcium ion transport	12/337	286/20973	0.00240047459135277	0.0295553701263402	0.0231080054468925	ENSG00000010610/ENSG00000108691/ENSG00000121966/ENSG00000124942/ENSG00000131042/ENSG00000131981/ENSG00000145349/ENSG00000163823/ENSG00000165995/ENSG00000171631/ENSG00000182389/ENSG00000183023	12
GO:0002495	BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	7/337	116/20973	0.00271849946178505	0.0325469429427824	0.0254469807546493	ENSG00000100600/ENSG00000135047/ENSG00000145416/ENSG00000158869/ENSG00000179344/ENSG00000196735/ENSG00000216490	7
GO:0034113	BP	GO:0034113	heterotypic cell-cell adhesion	6/337	87/20973	0.00279150733537312	0.0326798346124568	0.0255508827329887	ENSG00000131042/ENSG00000135424/ENSG00000136689/ENSG00000139626/ENSG00000140678/ENSG00000160255	6
GO:1901136	BP	GO:1901136	carbohydrate derivative catabolic process	9/337	182/20973	0.00279960841462852	0.0326798346124568	0.0255508827329887	ENSG00000025708/ENSG00000065989/ENSG00000093072/ENSG00000101347/ENSG00000101439/ENSG00000105329/ENSG00000135047/ENSG00000136250/ENSG00000196743	9
GO:0060263	BP	GO:0060263	regulation of respiratory burst	3/337	18/20973	0.0028049563400392	0.0326798346124568	0.0255508827329887	ENSG00000030582/ENSG00000158714/ENSG00000172243	3
GO:0090594	BP	GO:0090594	inflammatory response to wounding	3/337	18/20973	0.0028049563400392	0.0326798346124568	0.0255508827329887	ENSG00000030582/ENSG00000105329/ENSG00000121807	3
GO:0097067	BP	GO:0097067	cellular response to thyroid hormone stimulus	3/337	18/20973	0.0028049563400392	0.0326798346124568	0.0255508827329887	ENSG00000103811/ENSG00000135047/ENSG00000164733	3
GO:0097094	BP	GO:0097094	craniofacial suture morphogenesis	3/337	18/20973	0.0028049563400392	0.0326798346124568	0.0255508827329887	ENSG00000157227/ENSG00000186480/ENSG00000255833	3
GO:0002444	BP	GO:0002444	myeloid leukocyte mediated immunity	7/337	117/20973	0.00285259974582463	0.0329399313844779	0.0257542406201981	ENSG00000011600/ENSG00000110395/ENSG00000121807/ENSG00000160255/ENSG00000169403/ENSG00000169896/ENSG00000271605	7
GO:0031532	BP	GO:0031532	actin cytoskeleton reorganization	7/337	117/20973	0.00285259974582463	0.0329399313844779	0.0257542406201981	ENSG00000099250/ENSG00000101336/ENSG00000142185/ENSG00000148180/ENSG00000151491/ENSG00000178209/ENSG00000182578	7
GO:0051592	BP	GO:0051592	response to calcium ion	8/337	149/20973	0.00287210919758341	0.03306738111554	0.0258538877931821	ENSG00000100600/ENSG00000111344/ENSG00000132965/ENSG00000142185/ENSG00000145349/ENSG00000170345/ENSG00000171223/ENSG00000177606	8
GO:0043087	BP	GO:0043087	regulation of GTPase activity	15/337	413/20973	0.00296530034689976	0.0337421785829439	0.0263814813738297	ENSG00000075391/ENSG00000107263/ENSG00000108691/ENSG00000111344/ENSG00000113916/ENSG00000116991/ENSG00000130396/ENSG00000136040/ENSG00000138639/ENSG00000143344/ENSG00000146192/ENSG00000156299/ENSG00000159842/ENSG00000184060/ENSG00000188906	15
GO:0035296	BP	GO:0035296	regulation of tube diameter	8/337	152/20973	0.00324537994526403	0.0361906226467586	0.0282958089062268	ENSG00000087245/ENSG00000112033/ENSG00000113749/ENSG00000121064/ENSG00000128512/ENSG00000148680/ENSG00000164116/ENSG00000183023	8
GO:0097746	BP	GO:0097746	blood vessel diameter maintenance	8/337	152/20973	0.00324537994526403	0.0361906226467586	0.0282958089062268	ENSG00000087245/ENSG00000112033/ENSG00000113749/ENSG00000121064/ENSG00000128512/ENSG00000148680/ENSG00000164116/ENSG00000183023	8
GO:0043217	BP	GO:0043217	myelin maintenance	3/337	19/20973	0.00329156411695352	0.0365648590774724	0.0285884074235992	ENSG00000082397/ENSG00000121966/ENSG00000178209	3
GO:0007204	BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	13/337	338/20973	0.00341296206986926	0.037417952131179	0.0292554022488202	ENSG00000121807/ENSG00000121966/ENSG00000142185/ENSG00000145349/ENSG00000160791/ENSG00000163823/ENSG00000165995/ENSG00000171051/ENSG00000171631/ENSG00000174600/ENSG00000183023/ENSG00000186815/ENSG00000187474	13
GO:0051348	BP	GO:0051348	negative regulation of transferase activity	12/337	299/20973	0.00344119053626264	0.0374835098046809	0.0293066588248635	ENSG00000013364/ENSG00000110395/ENSG00000124762/ENSG00000131370/ENSG00000135549/ENSG00000149177/ENSG00000150593/ENSG00000159733/ENSG00000178209/ENSG00000183023/ENSG00000186818/ENSG00000197381	12
GO:0006869	BP	GO:0006869	lipid transport	15/337	422/20973	0.00362337036455329	0.0387452452954836	0.0302931526657246	ENSG00000053918/ENSG00000112033/ENSG00000123384/ENSG00000124406/ENSG00000140284/ENSG00000141458/ENSG00000141655/ENSG00000144909/ENSG00000145246/ENSG00000151726/ENSG00000165029/ENSG00000182557/ENSG00000182718/ENSG00000196743/ENSG00000206190	15
GO:0070542	BP	GO:0070542	response to fatty acid	5/337	64/20973	0.00365243244612231	0.0389493001016813	0.0304526938777928	ENSG00000137462/ENSG00000150907/ENSG00000151726/ENSG00000153823/ENSG00000169403	5
GO:0090257	BP	GO:0090257	regulation of muscle system process	11/337	264/20973	0.0037835321611094	0.0401257820519489	0.0313725318361314	ENSG00000028137/ENSG00000053918/ENSG00000128512/ENSG00000145349/ENSG00000150907/ENSG00000154229/ENSG00000160789/ENSG00000164116/ENSG00000169403/ENSG00000183023/ENSG00000255833	11
GO:0045217	BP	GO:0045217	cell-cell junction maintenance	3/337	20/20973	0.00382675098241089	0.0403670515793235	0.0315611695533689	ENSG00000140859/ENSG00000170873/ENSG00000182578	3
GO:0061756	BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	5/337	65/20973	0.00390574664443737	0.0408689789631074	0.0319536038442894	ENSG00000121807/ENSG00000139626/ENSG00000160255/ENSG00000169403/ENSG00000187210	5
GO:0051147	BP	GO:0051147	regulation of muscle cell differentiation	8/337	158/20973	0.00410419020179077	0.0427164116202384	0.0333980277754146	ENSG00000048052/ENSG00000105329/ENSG00000106991/ENSG00000115738/ENSG00000124882/ENSG00000150593/ENSG00000157168/ENSG00000157227	8
GO:0010863	BP	GO:0010863	positive regulation of phospholipase C activity	4/337	41/20973	0.00415131974087222	0.042844519474928	0.0334981895054591	ENSG00000074966/ENSG00000114013/ENSG00000169403/ENSG00000171631	4
GO:0001696	BP	GO:0001696	gastric acid secretion	3/337	21/20973	0.00441192404057097	0.0446107241718873	0.034879104973044	ENSG00000053918/ENSG00000113749/ENSG00000118515	3
GO:0051767	BP	GO:0051767	nitric-oxide synthase biosynthetic process	3/337	21/20973	0.00441192404057097	0.0446107241718873	0.034879104973044	ENSG00000108691/ENSG00000137462/ENSG00000188906	3
GO:0070293	BP	GO:0070293	renal absorption	3/337	21/20973	0.00441192404057097	0.0446107241718873	0.034879104973044	ENSG00000053918/ENSG00000118515/ENSG00000148180	3
