ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0060249	BP	GO:0060249	anatomical structure homeostasis	11/247	348/20973	0.00291233975420619	0.04522777133141	0.0379712040907967	ENSG00000035403/ENSG00000107798/ENSG00000108405/ENSG00000148600/ENSG00000149564/ENSG00000154127/ENSG00000154229/ENSG00000154237/ENSG00000181104/ENSG00000259207/ENSG00000261371	11
GO:0060401	BP	GO:0060401	cytosolic calcium ion transport	8/247	204/20973	0.00296475397902928	0.0458149420306151	0.0384641662200221	ENSG00000102468/ENSG00000108405/ENSG00000127533/ENSG00000154127/ENSG00000169704/ENSG00000181104/ENSG00000185245/ENSG00000203618	8
GO:0001894	BP	GO:0001894	tissue homeostasis	10/247	300/20973	0.00306665417068206	0.0462504525645655	0.0388298012907212	ENSG00000035403/ENSG00000107798/ENSG00000148600/ENSG00000149564/ENSG00000154127/ENSG00000154229/ENSG00000154237/ENSG00000181104/ENSG00000259207/ENSG00000261371	10
GO:0051271	BP	GO:0051271	negative regulation of cellular component movement	12/247	403/20973	0.00310525172681655	0.0466084912297776	0.0391303944623269	ENSG00000010278/ENSG00000035403/ENSG00000072110/ENSG00000105329/ENSG00000112033/ENSG00000133121/ENSG00000137801/ENSG00000138080/ENSG00000140416/ENSG00000149177/ENSG00000164741/ENSG00000185532	12
GO:0031091	CC	GO:0031091	platelet alpha granule	16/250	102/21993	3.81659539598261e-14	1.27474286225819e-11	1.00436720946911e-11	ENSG00000010278/ENSG00000072110/ENSG00000102362/ENSG00000105329/ENSG00000110799/ENSG00000137801/ENSG00000138722/ENSG00000138798/ENSG00000161911/ENSG00000163736/ENSG00000163737/ENSG00000174175/ENSG00000184500/ENSG00000204424/ENSG00000259207/ENSG00000261371	16
GO:0098636	CC	GO:0098636	protein complex involved in cell adhesion	7/250	43/21993	5.12579965048888e-07	3.42403416652657e-05	2.69778928973099e-05	ENSG00000005844/ENSG00000082781/ENSG00000091409/ENSG00000138080/ENSG00000138722/ENSG00000164171/ENSG00000259207	7
GO:0005925	CC	GO:0005925	focal adhesion	20/250	480/21993	6.80818952320933e-07	3.78989216791986e-05	2.98604803649532e-05	ENSG00000010278/ENSG00000011105/ENSG00000035403/ENSG00000061676/ENSG00000072110/ENSG00000082781/ENSG00000085733/ENSG00000087589/ENSG00000091409/ENSG00000107438/ENSG00000110395/ENSG00000115641/ENSG00000142798/ENSG00000148180/ENSG00000157227/ENSG00000164171/ENSG00000164741/ENSG00000169398/ENSG00000197321/ENSG00000259207	20
GO:0008305	CC	GO:0008305	integrin complex	6/250	31/21993	1.17884255087346e-06	4.92166764989668e-05	3.87777154892585e-05	ENSG00000005844/ENSG00000082781/ENSG00000091409/ENSG00000138080/ENSG00000164171/ENSG00000259207	6
GO:0002102	CC	GO:0002102	podosome	6/250	33/21993	1.73986717395186e-06	6.45684040111025e-05	5.08733091798791e-05	ENSG00000035403/ENSG00000085733/ENSG00000107957/ENSG00000110934/ENSG00000148180/ENSG00000197321	6
GO:0043197	CC	GO:0043197	dendritic spine	11/250	191/21993	1.25499745950418e-05	0.000385192605517676	0.000303492440527636	ENSG00000005249/ENSG00000034053/ENSG00000072110/ENSG00000077063/ENSG00000079482/ENSG00000085733/ENSG00000113742/ENSG00000154146/ENSG00000169398/ENSG00000170921/ENSG00000197959	11
GO:0044309	CC	GO:0044309	neuron spine	11/250	192/21993	1.3180929558851e-05	0.000385192605517676	0.000303492440527636	ENSG00000005249/ENSG00000034053/ENSG00000072110/ENSG00000077063/ENSG00000079482/ENSG00000085733/ENSG00000113742/ENSG00000154146/ENSG00000169398/ENSG00000170921/ENSG00000197959	11
GO:0001726	CC	GO:0001726	ruffle	11/250	193/21993	1.38392552880602e-05	0.000385192605517676	0.000303492440527636	ENSG00000061676/ENSG00000072110/ENSG00000085733/ENSG00000115956/ENSG00000140416/ENSG00000141068/ENSG00000146376/ENSG00000149177/ENSG00000164741/ENSG00000170873/ENSG00000259207	11
GO:0005884	CC	GO:0005884	actin filament	9/250	128/21993	1.6147988928601e-05	0.000394301652397131	0.000310669439329602	ENSG00000047648/ENSG00000061676/ENSG00000072110/ENSG00000079691/ENSG00000085733/ENSG00000107438/ENSG00000140416/ENSG00000152229/ENSG00000158856	9
GO:0005938	CC	GO:0005938	cell cortex	14/250	323/21993	2.16058517575069e-05	0.000451022155437956	0.000355359403906363	ENSG00000061918/ENSG00000070182/ENSG00000072110/ENSG00000077063/ENSG00000085733/ENSG00000110934/ENSG00000137942/ENSG00000148180/ENSG00000148700/ENSG00000150054/ENSG00000158856/ENSG00000164741/ENSG00000169398/ENSG00000205436	14
GO:0045121	CC	GO:0045121	membrane raft	15/250	378/21993	3.07114267048226e-05	0.000518954218462207	0.000408882932920113	ENSG00000005249/ENSG00000010671/ENSG00000043462/ENSG00000088053/ENSG00000102468/ENSG00000108405/ENSG00000110395/ENSG00000148175/ENSG00000150637/ENSG00000164741/ENSG00000168497/ENSG00000173083/ENSG00000181104/ENSG00000213658/ENSG00000261371	15
GO:0098857	CC	GO:0098857	membrane microdomain	15/250	379/21993	3.16573410562956e-05	0.000518954218462207	0.000408882932920113	ENSG00000005249/ENSG00000010671/ENSG00000043462/ENSG00000088053/ENSG00000102468/ENSG00000108405/ENSG00000110395/ENSG00000148175/ENSG00000150637/ENSG00000164741/ENSG00000168497/ENSG00000173083/ENSG00000181104/ENSG00000213658/ENSG00000261371	15
GO:0098978	CC	GO:0098978	glutamatergic synapse	14/250	348/21993	4.87530440290214e-05	0.000678479862737215	0.000534572851195411	ENSG00000005249/ENSG00000061918/ENSG00000072110/ENSG00000077063/ENSG00000079482/ENSG00000102468/ENSG00000108370/ENSG00000108405/ENSG00000132970/ENSG00000153707/ENSG00000154146/ENSG00000185666/ENSG00000197959/ENSG00000259207	14
GO:0098984	CC	GO:0098984	neuron to neuron synapse	14/250	378/21993	0.000117346760209432	0.00156775271639801	0.00123522905483613	ENSG00000108370/ENSG00000113742/ENSG00000141526/ENSG00000144868/ENSG00000148700/ENSG00000149403/ENSG00000153707/ENSG00000154146/ENSG00000158856/ENSG00000160145/ENSG00000162946/ENSG00000167100/ENSG00000185666/ENSG00000197959	14
GO:0031252	CC	GO:0031252	cell leading edge	15/250	452/21993	0.000223669284334204	0.00276901666355453	0.00218170238225223	ENSG00000061676/ENSG00000065534/ENSG00000072110/ENSG00000079691/ENSG00000085733/ENSG00000115956/ENSG00000132970/ENSG00000140416/ENSG00000141068/ENSG00000146376/ENSG00000148180/ENSG00000149177/ENSG00000164741/ENSG00000170873/ENSG00000259207	15
GO:0031094	CC	GO:0031094	platelet dense tubular network	3/250	11/21993	0.000223842664419078	0.00276901666355453	0.00218170238225223	ENSG00000072952/ENSG00000158856/ENSG00000181104	3
GO:0070382	CC	GO:0070382	exocytic vesicle	10/250	235/21993	0.000376685776990491	0.004493323196958	0.00354027985893319	ENSG00000034053/ENSG00000041353/ENSG00000073464/ENSG00000077063/ENSG00000102362/ENSG00000140022/ENSG00000152128/ENSG00000162946/ENSG00000176697/ENSG00000185666	10
GO:0030016	CC	GO:0030016	myofibril	10/250	241/21993	0.000459153721120654	0.00528818423635512	0.00416654919347236	ENSG00000029534/ENSG00000035403/ENSG00000072110/ENSG00000101605/ENSG00000107438/ENSG00000115641/ENSG00000125744/ENSG00000140416/ENSG00000197321/ENSG00000198336	10
GO:0014069	CC	GO:0014069	postsynaptic density	12/250	347/21993	0.000658352555036148	0.00709321785103463	0.00558873136703012	ENSG00000108370/ENSG00000113742/ENSG00000141526/ENSG00000144868/ENSG00000148700/ENSG00000154146/ENSG00000158856/ENSG00000160145/ENSG00000162946/ENSG00000167100/ENSG00000185666/ENSG00000197959	12
GO:0097197	CC	GO:0097197	tetraspanin-enriched microdomain	3/250	19/21993	0.00122905656149147	0.0110947267983284	0.00874151181715126	ENSG00000011105/ENSG00000088053/ENSG00000099282	3
GO:0032587	CC	GO:0032587	ruffle membrane	6/250	106/21993	0.00134412239733611	0.0118141284397437	0.00930832685135809	ENSG00000115956/ENSG00000140416/ENSG00000141068/ENSG00000149177/ENSG00000164741/ENSG00000259207	6
GO:0016528	CC	GO:0016528	sarcoplasm	5/250	79/21993	0.0020737930981448	0.0173161723695091	0.0136433756456895	ENSG00000029534/ENSG00000072952/ENSG00000125744/ENSG00000137801/ENSG00000148180	5
GO:0045211	CC	GO:0045211	postsynaptic membrane	10/250	297/21993	0.0022199119261043	0.0180841605687521	0.014248471926215	ENSG00000102468/ENSG00000108370/ENSG00000108405/ENSG00000141526/ENSG00000149403/ENSG00000154146/ENSG00000181072/ENSG00000181104/ENSG00000197959/ENSG00000259207	10
GO:0062023	CC	GO:0062023	collagen-containing extracellular matrix	13/250	459/21993	0.00241280343626925	0.0186879277777973	0.0147241788353272	ENSG00000049323/ENSG00000100234/ENSG00000105329/ENSG00000110799/ENSG00000115318/ENSG00000116962/ENSG00000137801/ENSG00000138080/ENSG00000138722/ENSG00000140479/ENSG00000142798/ENSG00000163737/ENSG00000179399	13
GO:0030863	CC	GO:0030863	cortical cytoskeleton	6/250	119/21993	0.00242055496419312	0.0186879277777973	0.0147241788353272	ENSG00000070182/ENSG00000072110/ENSG00000085733/ENSG00000148180/ENSG00000158856/ENSG00000164741	6
GO:0090665	CC	GO:0090665	glycoprotein complex	3/250	24/21993	0.00246188270126671	0.0186879277777973	0.0147241788353272	ENSG00000169704/ENSG00000185245/ENSG00000203618	3
GO:0030136	CC	GO:0030136	clathrin-coated vesicle	9/250	254/21993	0.00259712316323994	0.0192764252560476	0.0151878547557892	ENSG00000010278/ENSG00000041353/ENSG00000070540/ENSG00000110799/ENSG00000117298/ENSG00000138798/ENSG00000140022/ENSG00000154146/ENSG00000181072	9
GO:0042470	CC	GO:0042470	melanosome	6/250	128/21993	0.00347788473608111	0.023706397996961	0.0186782209241735	ENSG00000033627/ENSG00000041353/ENSG00000115657/ENSG00000148175/ENSG00000157227/ENSG00000259207	6
GO:0044853	CC	GO:0044853	plasma membrane raft	6/250	128/21993	0.00347788473608111	0.023706397996961	0.0186782209241735	ENSG00000043462/ENSG00000102468/ENSG00000110395/ENSG00000164741/ENSG00000168497/ENSG00000181104	6
GO:0048770	CC	GO:0048770	pigment granule	6/250	128/21993	0.00347788473608111	0.023706397996961	0.0186782209241735	ENSG00000033627/ENSG00000041353/ENSG00000115657/ENSG00000148175/ENSG00000157227/ENSG00000259207	6
GO:0005916	CC	GO:0005916	fascia adherens	2/250	10/21993	0.00545340017080361	0.0337302899453408	0.0265760242241891	ENSG00000035403/ENSG00000072110	2
GO:0005796	CC	GO:0005796	Golgi lumen	6/250	146/21993	0.00657276990498194	0.0392018776475708	0.0308870766211557	ENSG00000105329/ENSG00000140479/ENSG00000142798/ENSG00000157227/ENSG00000179399/ENSG00000184500	6
GO:0031256	CC	GO:0031256	leading edge membrane	7/250	194/21993	0.00689456592959641	0.0403997372014948	0.0318308676343325	ENSG00000061676/ENSG00000115956/ENSG00000140416/ENSG00000141068/ENSG00000149177/ENSG00000164741/ENSG00000259207	7
GO:0005178	MF	GO:0005178	integrin binding	14/251	168/20738	1.80723516037533e-08	9.45183988876295e-06	8.10402292968304e-06	ENSG00000005844/ENSG00000010278/ENSG00000072110/ENSG00000082781/ENSG00000091409/ENSG00000110799/ENSG00000137801/ENSG00000138080/ENSG00000150637/ENSG00000154229/ENSG00000157227/ENSG00000164171/ENSG00000169398/ENSG00000259207	14
GO:0003779	MF	GO:0003779	actin binding	21/251	472/20738	3.34048925497167e-07	8.73537940175091e-05	7.48972854009437e-05	ENSG00000035403/ENSG00000065534/ENSG00000070182/ENSG00000072110/ENSG00000079482/ENSG00000085733/ENSG00000100592/ENSG00000101605/ENSG00000107438/ENSG00000132970/ENSG00000140416/ENSG00000148180/ENSG00000148700/ENSG00000152229/ENSG00000158856/ENSG00000164877/ENSG00000167100/ENSG00000169398/ENSG00000170873/ENSG00000197321/ENSG00000198336	21
GO:0005161	MF	GO:0005161	platelet-derived growth factor receptor binding	4/251	14/20738	1.90650312954568e-05	0.00249275284188097	0.00213729035049068	ENSG00000145431/ENSG00000149177/ENSG00000178607/ENSG00000259207	4
GO:0045236	MF	GO:0045236	CXCR chemokine receptor binding	4/251	18/20738	5.60996349558942e-05	0.00586802181638653	0.00503125147183388	ENSG00000081041/ENSG00000163734/ENSG00000163736/ENSG00000163737	4
GO:0005096	MF	GO:0005096	GTPase activator activity	13/251	303/20738	8.84631541905281e-05	0.0077110382736077	0.00661145678687105	ENSG00000047648/ENSG00000069966/ENSG00000079482/ENSG00000108370/ENSG00000133121/ENSG00000146376/ENSG00000150681/ENSG00000151693/ENSG00000152689/ENSG00000163219/ENSG00000164741/ENSG00000182732/ENSG00000196914	13
GO:0004861	MF	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	3/251	13/20738	0.00045804528365064	0.034222526192755	0.02934244974965	ENSG00000124762/ENSG00000129355/ENSG00000186834	3
